date,group,subscribers,source
2024-08-01,Rocket Punch,207000,historical
2024-08-01,SECRET NUMBER,1640000,historical
2024-08-01,SEVENTEEN,13200000,historical
2024-08-01,SEVENUS,16100,historical
2024-08-01,SF9,1000000,historical
2024-08-01,SPIA,11300,historical
2024-08-01,STAYC,1740000,historical
2024-08-01,Stray Kids,17800000,historical
2024-08-01,TEMPEST,497000,historical
2024-08-01,THE BOYZ,2270000,historical
2024-08-01,THE NEW SIX,813000,historical
2024-08-01,TIOT,74800,historical
2024-08-01,TREASURE,7550000,historical
2024-08-01,TRENDZ,172000,historical
2024-08-01,TRI.BE,582000,historical
2024-08-01,TWICE,17500000,historical
2024-08-01,TWS,913000,historical
2024-08-01,TXT,12100000,historical
2024-08-01,The KingDom,392000,historical
2024-08-01,The Wind,617000,historical
2024-08-01,UNICODE,10100,historical
2024-08-01,UNIS,595000,historical
2024-08-01,VANNER,95400,historical
2024-08-01,VIVIZ,604000,historical
2024-08-01,ViV,3540,historical
2024-08-01,WAKER,35800,historical
2024-08-01,WATERFIRE,5320,historical
2024-08-01,WEi,687000,historical
2024-08-01,WHIB,477000,historical
2024-08-01,WJSN,305000,historical
2024-08-01,WOOAH,371000,historical
2024-08-01,We;Na,20400,historical
2024-08-01,Weeekly,338000,historical
2024-08-01,Weki Meki,652000,historical
2024-08-01,XODIAC,591000,historical
2024-08-01,Xdinary Heroes,1090000,historical
2024-08-01,YOUNG POSSE,234000,historical
2024-08-01,YOUNITE,105000,historical
2024-08-01,ZEROBASEONE,1570000,historical
2024-08-01,aespa,6280000,historical
2024-08-01,cignature,164000,historical
2024-08-01,fromis_9,1220000,historical
2024-08-01,izna,240000,historical
2024-08-01,n.SSign,79800,historical
2024-08-01,tripleS,2600000,historical
2024-08-01,xikers,423000,historical
2024-09-01,(G)I-DLE,8770000,historical
2024-09-01,82MAJOR,461000,historical
2024-09-01,8TURN,1240000,historical
2024-09-01,AB6IX,516000,historical
2024-09-01,ADYA,14300,historical
2024-09-01,AEONIT,15100,historical
2024-09-01,AIMERS,56400,historical
2024-09-01,ALL(H)OURS,269000,historical
2024-09-01,AMPERS&ONE,250000,historical
2024-09-01,ARTBEAT v,4610000,historical
2024-09-01,ARTMS,918000,historical
2024-09-01,ARrC,44200,historical
2024-09-01,ASC2NT,70800,historical
2024-09-01,ASTRO,5370000,historical
2024-09-01,ATBO,187000,historical
2024-09-01,ATEEZ,4030000,historical
2024-09-01,B.D.U,28500,historical
2024-09-01,BABYMONSTER,6920000,historical
2024-09-01,BADVILLAIN,121000,historical
2024-09-01,BAE173,239000,historical
2024-09-01,BEWAVE,26900,historical
2024-09-01,BLACKPINK,94800000,historical
2024-09-01,BLACKSWAN,883000,historical
2024-09-01,BLITZERS,209000,historical
2024-09-01,BOYNEXTDOOR,1210000,historical
2024-09-01,BTS,79000000,historical
2024-09-01,Billlie,692000,historical
2024-09-01,CIX,1030000,historical
2024-09-01,CLASS:y,313000,historical
2024-09-01,CRAVITY,821000,historical
2024-09-01,CRAXY,239000,historical
2024-09-01,CSR,136000,historical
2024-09-01,Candy Shop,20700,historical
2024-09-01,DAY6,2100000,historical
2024-09-01,DKB,188000,historical
2024-09-01,DRIPPIN,532000,historical
2024-09-01,DXMON,55000,historical
2024-09-01,DayChild,1600,historical
2024-09-01,Dragon Pony,6550,historical
2024-09-01,Dreamcatcher,1770000,historical
2024-09-01,E'LAST,290000,historical
2024-09-01,EASTSHINE,32000,historical
2024-09-01,ENHYPEN,10600000,historical
2024-09-01,EPEX,544000,historical
2024-09-01,EVERGLOW,1970000,historical
2024-09-01,EVNNE,635000,historical
2024-09-01,FANTASY BOYS,57500,historical
2024-09-01,FIFTY FIFTY,1830000,historical
2024-09-01,Geenius,28800,historical
2024-09-01,"Golden Child, GNCD",390000,historical
2024-09-01,H1-KEY,381000,historical
2024-09-01,HAWW,55900,historical
2024-09-01,I:MOND,7270,historical
2024-09-01,ICHILLIN',89700,historical
2024-09-01,ILLIT,1730000,historical
2024-09-01,ILY:1,171000,historical
2024-09-01,IRRIS,48000,historical
2024-09-01,ITZY,9280000,historical
2024-09-01,IVE,3820000,historical
2024-09-01,Ikon,8720000,historical
2024-09-01,KISS OF LIFE,1630000,historical
2024-09-01,Kep1er,2520000,historical
2024-09-01,LE SSERAFIM,5510000,historical
2024-09-01,LUN8,823000,historical
2024-09-01,Loossemble,199000,historical
2024-09-01,MADEIN,156000,historical
2024-09-01,MCND,382000,historical
2024-09-01,MEOVV,342000,historical
2024-09-01,MIRAE,411000,historical
2024-09-01,MONSTA X,2570000,historical
2024-09-01,NCHIVE,10500,historical
2024-09-01,NCT 127,5550000,historical
2024-09-01,NCT DREAM,6750000,historical
2024-09-01,NEXZ,303000,historical
2024-09-01,NINE.i,232000,historical
2024-09-01,NMIXX,2840000,historical
2024-09-01,NOMAD,56800,historical
2024-09-01,NOWADAYS,70200,historical
2024-09-01,NewJeans,7750000,historical
2024-09-01,NouerA,6480,historical
2024-09-01,OH MY GIRL,1050000,historical
2024-09-01,OMEGA X,384000,historical
2024-09-01,ONE PACT,113000,historical
2024-09-01,ONEUS,1570000,historical
2024-09-01,ONF,271000,historical
2024-09-01,P1Harmony,1220000,historical
2024-09-01,PENTAGON,1690000,historical
2024-09-01,PICKUS,7200,historical
2024-09-01,PINKVERSE,159000,historical
2024-09-01,PLAVE,791000,historical
2024-09-01,POW,85000,historical
2024-09-01,PRIMROSE,116000,historical
2024-09-01,PURPLE KISS,691000,historical
2024-09-01,QWER,1020000,historical
2024-09-01,RESCENE,96500,historical
2024-09-01,RIIZE,1640000,historical
2024-09-01,Red Velvet,5480000,historical
2024-09-01,Rocket Punch,207000,historical
2024-09-01,SECRET NUMBER,1640000,historical
2024-09-01,SEVENTEEN,13500000,historical
2024-09-01,SEVENUS,16200,historical
2024-09-01,SF9,1000000,historical
2024-09-01,SMN,31900,historical
2024-09-01,SPIA,11300,historical
2024-09-01,STAYC,1740000,historical
2024-09-01,Stray Kids,18100000,historical
2024-09-01,TEMPEST,499000,historical
2024-09-01,THE BOYZ,2270000,historical
2024-09-01,THE NEW SIX,812000,historical
2024-09-01,TIOT,75300,historical
2024-09-01,TREASURE,7560000,historical
2024-09-01,TRENDZ,173000,historical
2024-09-01,TRI.BE,584000,historical
2024-09-01,TWICE,17600000,historical
2024-09-01,TWS,932000,historical
2024-09-01,TXT,12100000,historical
2024-09-01,The KingDom,392000,historical
2024-09-01,The Wind,621000,historical
2024-09-01,UNICODE,1030,historical
2024-09-01,UNIS,619000,historical
2024-09-01,VANNER,95700,historical
2024-09-01,VIVIZ,606000,historical
2024-09-01,ViV,3530,historical
2024-09-01,WAKER,48000,historical
2024-09-01,WATERFIRE,5400,historical
2024-09-01,WEi,687000,historical
2024-09-01,WHIB,517000,historical
2024-09-01,WJSN,305000,historical
2024-09-01,WOOAH,395000,historical
2024-09-01,We;Na,20400,historical
2024-09-01,Weeekly,338000,historical
2024-09-01,XODIAC,600000,historical
2024-09-01,Xdinary Heroes,1100000,historical
2024-09-01,YOUNG POSSE,268000,historical
2024-09-01,YOUNITE,106000,historical
2024-09-01,ZEROBASEONE,1600000,historical
2024-09-01,aespa,6370000,historical
2024-09-01,cignature,165000,historical
2024-09-01,fromis_9,1250000,historical
2024-09-01,izna,255000,historical
2024-09-01,n.SSign,80100,historical
2024-09-01,tripleS,2610000,historical
2024-09-01,xikers,428000,historical
2024-10-01,(G)I-DLE,8820000,historical
2024-10-01,82MAJOR,471000,historical
2024-10-01,8TURN,1250000,historical
2024-10-01,AB6IX,516000,historical
2024-10-01,ADYA,14400,historical
2024-10-01,AEONIT,15100,historical
2024-10-01,AIMERS,56500,historical
2024-10-01,ALL(H)OURS,281000,historical
2024-10-01,AMPERS&ONE,251000,historical
2024-10-01,ARTBEAT v,4620000,historical
2024-10-01,ARTMS,918000,historical
2024-10-01,ARrC,45600,historical
2024-10-01,ASC2NT,72200,historical
2024-10-01,ASTRO,5370000,historical
2024-10-01,ATBO,186000,historical
2024-10-01,ATEEZ,4060000,historical
2024-10-01,B.D.U,29800,historical
2024-10-01,BABYMONSTER,7040000,historical
2024-10-01,BADVILLAIN,125000,historical
2024-10-01,BAE173,239000,historical
2024-10-01,BEWAVE,62300,historical
2024-10-01,BLACKPINK,95000000,historical
2024-10-01,BLACKSWAN,886000,historical
2024-10-01,BLITZERS,209000,historical
2024-10-01,BOYNEXTDOOR,1260000,historical
2024-10-01,BTS,79100000,historical
2024-10-01,Billlie,704000,historical
2024-10-01,CIX,1020000,historical
2024-10-01,CLASS:y,313000,historical
2024-10-01,CRAVITY,826000,historical
2024-10-01,CRAXY,239000,historical
2024-10-01,CSR,136000,historical
2024-10-01,Candy Shop,21700,historical
2024-10-01,DAY6,2130000,historical
2024-10-01,DKB,189000,historical
2024-10-01,DRIPPIN,530000,historical
2024-10-01,DXMON,56500,historical
2024-10-01,DayChild,1680,historical
2024-10-01,Dragon Pony,14800,historical
2024-10-01,Dreamcatcher,1770000,historical
2024-10-01,E'LAST,290000,historical
2024-10-01,EASTSHINE,32100,historical
2024-10-01,ENHYPEN,10700000,historical
2024-10-01,EPEX,547000,historical
2024-10-01,EVERGLOW,1970000,historical
2024-10-01,EVNNE,634000,historical
2024-10-01,FANTASY BOYS,57600,historical
2024-10-01,FIFTY FIFTY,1850000,historical
2024-10-01,Geenius,28900,historical
2024-10-01,"Golden Child, GNCD",390000,historical
2024-10-01,H1-KEY,381000,historical
2024-10-01,HAWW,55800,historical
2024-10-01,I:MOND,7370,historical
2024-10-01,ICHILLIN',90300,historical
2024-10-01,ILLIT,1770000,historical
2024-10-01,ILY:1,171000,historical
2024-10-01,IRRIS,47900,historical
2024-10-01,ITZY,9320000,historical
2024-10-01,IVE,3850000,historical
2024-10-01,Ikon,8720000,historical
2024-10-01,KISS OF LIFE,1690000,historical
2024-10-01,Kep1er,2520000,historical
2024-10-01,LE SSERAFIM,5580000,historical
2024-10-01,LUN8,822000,historical
2024-10-01,Loossemble,209000,historical
2024-10-01,MADEIN,166000,historical
2024-10-01,MCND,381000,historical
2024-10-01,MEOVV,415000,historical
2024-10-01,MIRAE,410000,historical
2024-10-01,MONSTA X,2570000,historical
2024-10-01,NCHIVE,30500,historical
2024-10-01,NCT 127,5560000,historical
2024-10-01,NCT DREAM,6770000,historical
2024-10-01,NEXZ,307000,historical
2024-10-01,NINE.i,232000,historical
2024-10-01,NMIXX,2870000,historical
2024-10-01,NOMAD,59500,historical
2024-10-01,NOWADAYS,71700,historical
2024-10-01,NewJeans,7800000,historical
2024-10-01,NouerA,7350,historical
2024-10-01,ODD YOUTH,4400,historical
2024-10-01,OH MY GIRL,1060000,historical
2024-10-01,OMEGA X,385000,historical
2024-10-01,ONE PACT,115000,historical
2024-10-01,ONEUS,1570000,historical
2024-10-01,ONF,271000,historical
2024-10-01,P1Harmony,1260000,historical
2024-10-01,PENTAGON,1690000,historical
2024-10-01,PICKUS,7430,historical
2024-10-01,PINKVERSE,158000,historical
2024-10-01,PLAVE,802000,historical
2024-10-01,POW,87200,historical
2024-10-01,PRIMROSE,116000,historical
2024-10-01,PURPLE KISS,695000,historical
2024-10-01,QWER,1060000,historical
2024-10-01,RESCENE,105000,historical
2024-10-01,RIIZE,1610000,historical
2024-10-01,Red Velvet,5480000,historical
2024-10-01,Rocket Punch,206000,historical
2024-10-01,SECRET NUMBER,1640000,historical
2024-10-01,SEVENTEEN,13600000,historical
2024-10-01,SEVENUS,16200,historical
2024-10-01,SF9,1000000,historical
2024-10-01,SMN,93100,historical
2024-10-01,SPIA,11400,historical
2024-10-01,STAYC,1740000,historical
2024-10-01,Stray Kids,18300000,historical
2024-10-01,TEMPEST,501000,historical
2024-10-01,THE BOYZ,2280000,historical
2024-10-01,THE NEW SIX,815000,historical
2024-10-01,TIOT,76000,historical
2024-10-01,TREASURE,7560000,historical
2024-10-01,TRENDZ,173000,historical
2024-10-01,TRI.BE,585000,historical
2024-10-01,TWICE,17600000,historical
2024-10-01,TWS,946000,historical
2024-10-01,TXT,12200000,historical
2024-10-01,The KingDom,391000,historical
2024-10-01,The Wind,633000,historical
2024-10-01,UNICODE,1030,historical
2024-10-01,UNIS,632000,historical
2024-10-01,VANNER,96600,historical
2024-10-01,VIVIZ,609000,historical
2024-10-01,ViV,3500,historical
2024-10-01,WAKER,49000,historical
2024-10-01,WATERFIRE,5450,historical
2024-10-01,WEi,686000,historical
2024-10-01,WHIB,565000,historical
2024-10-01,WJSN,305000,historical
2024-10-01,WOOAH,396000,historical
2024-10-01,We;Na,20500,historical
2024-10-01,Weeekly,338000,historical
2024-10-01,XODIAC,611000,historical
2024-10-01,Xdinary Heroes,1110000,historical
2024-10-01,YOUNG POSSE,272000,historical
2024-10-01,YOUNITE,108000,historical
2024-10-01,ZEROBASEONE,1630000,historical
2024-10-01,aespa,6520000,historical
2024-10-01,cignature,166000,historical
2024-10-01,fromis_9,1260000,historical
2024-10-01,izna,267000,historical
2024-10-01,n.SSign,80300,historical
2024-10-01,tripleS,2640000,historical
2024-10-01,xikers,432000,historical
2024-11-01,(G)I-DLE,8870000,historical
2024-11-01,82MAJOR,482000,historical
2024-11-01,8TURN,1250000,historical
2024-11-01,AB6IX,515000,historical
2024-11-01,ADYA,14700,historical
2024-11-01,AEONIT,15300,historical
2024-11-01,AIMERS,56600,historical
2024-11-01,ALL(H)OURS,291000,historical
2024-11-01,AMPERS&ONE,255000,historical
2024-11-01,ARTBEAT v,4630000,historical
2024-11-01,ARTMS,917000,historical
2024-11-01,ARrC,46800,historical
2024-11-01,ASC2NT,73200,historical
2024-11-01,ASTRO,5370000,historical
2024-11-01,ATBO,186000,historical
2024-11-01,ATEEZ,4130000,historical
2024-11-01,B.D.U,32600,historical
2024-11-01,BABYMONSTER,7610000,historical
2024-11-01,BADVILLAIN,135000,historical
2024-11-01,BAE173,243000,historical
2024-11-01,BEWAVE,166000,historical
2024-11-01,BLACKPINK,95300000,historical
2024-11-01,BLACKSWAN,887000,historical
2024-11-01,BLITZERS,210000,historical
2024-11-01,BOYNEXTDOOR,1320000,historical
2024-11-01,BTS,79400000,historical
2024-11-01,Billlie,707000,historical
2024-11-01,Burvey,12500,historical
2024-11-01,CIX,1020000,historical
2024-11-01,CLASS:y,323000,historical
2024-11-01,CRAVITY,830000,historical
2024-11-01,CRAXY,239000,historical
2024-11-01,CSR,136000,historical
2024-11-01,Candy Shop,23600,historical
2024-11-01,DAY6,2160000,historical
2024-11-01,DKB,190000,historical
2024-11-01,DRIPPIN,527000,historical
2024-11-01,DXMON,58500,historical
2024-11-01,DayChild,2330,historical
2024-11-01,Dragon Pony,17800,historical
2024-11-01,Dreamcatcher,1770000,historical
2024-11-01,E'LAST,289000,historical
2024-11-01,EASTSHINE,32300,historical
2024-11-01,ENHYPEN,10900000,historical
2024-11-01,EPEX,553000,historical
2024-11-01,EVERGLOW,1970000,historical
2024-11-01,EVNNE,635000,historical
2024-11-01,FANTASY BOYS,58700,historical
2024-11-01,FIFTY FIFTY,1880000,historical
2024-11-01,Geenius,29200,historical
2024-11-01,"Golden Child, GNCD",389000,historical
2024-11-01,H1-KEY,385000,historical
2024-11-01,HAWW,55700,historical
2024-11-01,I:MOND,7540,historical
2024-11-01,ICHILLIN',92600,historical
2024-11-01,ILLIT,1890000,historical
2024-11-01,ILY:1,170000,historical
2024-11-01,IRRIS,50600,historical
2024-11-01,ITZY,9380000,historical
2024-11-01,IVE,3910000,historical
2024-11-01,Ikon,8710000,historical
2024-11-01,KISS OF LIFE,1780000,historical
2024-11-01,Kep1er,2530000,historical
2024-11-01,LE SSERAFIM,5630000,historical
2024-11-01,LOVEONE,3270,historical
2024-11-01,LUN8,822000,historical
2024-11-01,Loossemble,217000,historical
2024-11-01,MADEIN,173000,historical
2024-11-01,MCND,381000,historical
2024-11-01,MEOVV,509000,historical
2024-11-01,MIRAE,409000,historical
2024-11-01,MONSTA X,2570000,historical
2024-11-01,NCHIVE,30800,historical
2024-11-01,NCT 127,5560000,historical
2024-11-01,NCT DREAM,6810000,historical
2024-11-01,NEXZ,316000,historical
2024-11-01,NINE.i,232000,historical
2024-11-01,NMIXX,2970000,historical
2024-11-01,NOMAD,60000,historical
2024-11-01,NOWADAYS,78600,historical
2024-11-01,NewJeans,7890000,historical
2024-11-01,NouerA,8970,historical
2024-11-01,ODD YOUTH,8930,historical
2024-11-01,OH MY GIRL,1060000,historical
2024-11-01,OMEGA X,386000,historical
2024-11-01,ONE PACT,119000,historical
2024-11-01,ONEUS,1570000,historical
2024-11-01,ONF,271000,historical
2024-11-01,P1Harmony,1280000,historical
2024-11-01,PENTAGON,1690000,historical
2024-11-01,PICKUS,7810,historical
2024-11-01,PINKVERSE,157000,historical
2024-11-01,PLAVE,828000,historical
2024-11-01,POW,91700,historical
2024-11-01,PRIMROSE,128000,historical
2024-11-01,PURPLE KISS,697000,historical
2024-11-01,QWER,1080000,historical
2024-11-01,RESCENE,119000,historical
2024-11-01,RIIZE,1630000,historical
2024-11-01,Red Velvet,5490000,historical
2024-11-01,Rocket Punch,206000,historical
2024-11-01,SECRET NUMBER,1640000,historical
2024-11-01,SEVENTEEN,13700000,historical
2024-11-01,SEVENUS,16300,historical
2024-11-01,SF9,1000000,historical
2024-11-01,SMN,133000,historical
2024-11-01,SPIA,11500,historical
2024-11-01,STAYC,1760000,historical
2024-11-01,Stray Kids,18500000,historical
2024-11-01,TEMPEST,503000,historical
2024-11-01,THE BOYZ,2300000,historical
2024-11-01,THE NEW SIX,813000,historical
2024-11-01,TIOT,76600,historical
2024-11-01,TREASURE,7580000,historical
2024-11-01,TRENDZ,173000,historical
2024-11-01,TRI.BE,587000,historical
2024-11-01,TWICE,17700000,historical
2024-11-01,TWS,969000,historical
2024-11-01,TXT,12400000,historical
2024-11-01,The KingDom,390000,historical
2024-11-01,The Wind,645000,historical
2024-11-01,Tracer,1660,historical
2024-11-01,UNICODE,1040,historical
2024-11-01,UNIS,648000,historical
2024-11-01,VANNER,97200,historical
2024-11-01,VIVIZ,643000,historical
2024-11-01,W!TCHX,2320,historical
2024-11-01,WAKER,50000,historical
2024-11-01,WATERFIRE,55100,historical
2024-11-01,WEi,684000,historical
2024-11-01,WHIB,600000,historical
2024-11-01,WJSN,306000,historical
2024-11-01,WOOAH,397000,historical
2024-11-01,We;Na,20500,historical
2024-11-01,Weeekly,424000,historical
2024-11-01,XODIAC,617000,historical
2024-11-01,Xdinary Heroes,1120000,historical
2024-11-01,YOUNG POSSE,277000,historical
2024-11-01,YOUNITE,110000,historical
2024-11-01,ZEROBASEONE,1670000,historical
2024-11-01,aespa,6690000,historical
2024-11-01,cignature,166000,historical
2024-11-01,fromis_9,1270000,historical
2024-11-01,izna,439000,historical
2024-11-01,n.SSign,80400,historical
2024-11-01,tripleS,2770000,historical
2024-11-01,xikers,436000,historical
2024-12-01,(G)I-DLE,8930000,historical
2024-12-01,82MAJOR,485000,historical
2024-12-01,8TURN,1260000,historical
2024-12-01,AB6IX,514000,historical
2024-12-01,ADYA,14800,historical
2024-12-01,AEONIT,15500,historical
2024-12-01,AIMERS,56600,historical
2024-12-01,ALL(H)OURS,291000,historical
2024-12-01,AMPERS&ONE,257000,historical
2024-12-01,ARTBEAT v,4660000,historical
2024-12-01,ARTMS,916000,historical
2024-12-01,ARrC,47400,historical
2024-12-01,ASC2NT,73400,historical
2024-12-01,ASTRO,5370000,historical
2024-12-01,ATBO,186000,historical
2024-12-01,ATEEZ,4190000,historical
2024-12-01,B.D.U,33400,historical
2024-12-01,BABYMONSTER,7910000,historical
2024-12-01,BADVILLAIN,131000,historical
2024-12-01,BAE173,246000,historical
2024-12-01,BEWAVE,201000,historical
2024-12-01,BLACKPINK,95500000,historical
2024-12-01,BLACKSWAN,888000,historical
2024-12-01,BLITZERS,210000,historical
2024-12-01,BOYNEXTDOOR,1380000,historical
2024-12-01,BTS,79500000,historical
2024-12-01,Billlie,712000,historical
2024-12-01,Burvey,14800,historical
2024-12-01,CIX,1020000,historical
2024-12-01,CLASS:y,326000,historical
2024-12-01,CRAVITY,832000,historical
2024-12-01,CRAXY,239000,historical
2024-12-01,CSR,135000,historical
2024-12-01,Candy Shop,24800,historical
